"Activity" "Subject_id" "Measure_Axis" "average"
"WALKING" 2 "fBodyGyro-mean()-X" -0.429713536101695
"WALKING" 2 "fBodyGyro-mean()-Y" -0.55477211220339
"WALKING" 2 "fBodyGyro-mean()-Z" -0.396659907457627
"WALKING" 2 "fBodyGyro-std()-X" -0.604053019152542
"WALKING" 2 "fBodyGyro-std()-Y" -0.533046952542373
"WALKING" 2 "fBodyGyro-std()-Z" -0.559856635084746
"WALKING" 2 "fBodyGyro-meanFreq()-X" 0.00727967988474576
"WALKING" 2 "fBodyGyro-meanFreq()-Y" -0.0427009322372881
"WALKING" 2 "fBodyGyro-meanFreq()-Z" 0.139752115269492
"WALKING" 2 "fBodyAccMag-mean()" -0.324289427932203
"WALKING" 2 "fBodyAccMag-std()" -0.577105211694915
"WALKING" 2 "fBodyAccMag-meanFreq()" 0.393206208305085
"WALKING" 2 "fBodyBodyAccJerkMag-mean()" -0.169064352813559
"WALKING" 2 "fBodyBodyAccJerkMag-std()" -0.164091969449153
"WALKING" 2 "fBodyBodyAccJerkMag-meanFreq()" 0.20750092670339
"WALKING" 2 "fBodyBodyGyroMag-mean()" -0.530704814745763
"WALKING" 2 "fBodyBodyGyroMag-std()" -0.651792839661017
"WALKING" 2 "fBodyBodyGyroMag-meanFreq()" 0.305283825254237
"WALKING" 2 "fBodyBodyGyroJerkMag-mean()" -0.583249293389831
"WALKING" 2 "fBodyBodyGyroJerkMag-std()" -0.558104554745763
"WALKING" 2 "fBodyBodyGyroJerkMag-meanFreq()" 0.126344614439492
"WALKING" 2 "angle(tBodyAccMean,gravity)" -0.0301017378813559
"WALKING" 2 "angle(tBodyAccJerkMean),gravityMean)" 0.0534005800847458
"WALKING" 2 "angle(tBodyGyroMean,gravityMean)" 0.0216196774508475
"WALKING" 2 "angle(tBodyGyroJerkMean,gravityMean)" -0.0858470827457627
"WALKING" 2 "angle(X,gravityMean)" -0.66195998
"WALKING" 2 "angle(Y,gravityMean)" 0.321443011864407
"WALKING" 2 "angle(Z,gravityMean)" -0.0368892833067797
"WALKING" 4 "tBodyAcc-mean()-X" 0.278582015166667
"WALKING" 4 "tBodyAcc-mean()-Y" -0.0148399475341667
"WALKING" 4 "tBodyAcc-mean()-Z" -0.11140306485
"WALKING" 4 "tBodyAcc-std()-X" -0.440829971333333
"WALKING" 4 "tBodyAcc-std()-Y" -0.0788267367683333
"WALKING" 4 "tBodyAcc-std()-Z" -0.586252806833333
"WALKING" 4 "tGravityAcc-mean()-X" 0.963999696833333
"WALKING" 4 "tGravityAcc-mean()-Y" -0.0858540265666667
"WALKING" 4 "tGravityAcc-mean()-Z" 0.127764112666667
"WALKING" 4 "tGravityAcc-std()-X" -0.983826494833333
"WALKING" 4 "tGravityAcc-std()-Y" -0.967963221
"WALKING" 4 "tGravityAcc-std()-Z" -0.962968112
"WALKING" 4 "tBodyAccJerk-mean()-X" 0.0783529082183333
"WALKING" 4 "tBodyAccJerk-mean()-Y" 0.00295602428666667
"WALKING" 4 "tBodyAccJerk-mean()-Z" -0.000767679338333334
"WALKING" 4 "tBodyAccJerk-std()-X" -0.297042612533333
"WALKING" 4 "tBodyAccJerk-std()-Y" -0.221165131581667
"WALKING" 4 "tBodyAccJerk-std()-Z" -0.7513913825
"WALKING" 4 "tBodyGyro-mean()-X" -0.0317982557795
"WALKING" 4 "tBodyGyro-mean()-Y" -0.0726905278583333
"WALKING" 4 "tBodyGyro-mean()-Z" 0.0805677161216667
"WALKING" 4 "tBodyGyro-std()-X" -0.500916659
"WALKING" 4 "tBodyGyro-std()-Y" -0.665394092833333
"WALKING" 4 "tBodyGyro-std()-Z" -0.662608226
"WALKING" 4 "tBodyGyroJerk-mean()-X" -0.115321556475
"WALKING" 4 "tBodyGyroJerk-mean()-Y" -0.0393474489133333
"WALKING" 4 "tBodyGyroJerk-mean()-Z" -0.0551166852766667
"WALKING" 4 "tBodyGyroJerk-std()-X" -0.492341066833333
"WALKING" 4 "tBodyGyroJerk-std()-Y" -0.807419937
"WALKING" 4 "tBodyGyroJerk-std()-Z" -0.640454132833333
"WALKING" 4 "tBodyAccMag-mean()" -0.312050574166667
"WALKING" 4 "tBodyAccMag-std()" -0.527679103166667
"WALKING" 4 "tGravityAccMag-mean()" -0.312050574166667
"WALKING" 4 "tGravityAccMag-std()" -0.527679103166667
"WALKING" 4 "tBodyAccJerkMag-mean()" -0.366700879833333
"WALKING" 4 "tBodyAccJerkMag-std()" -0.316918956
"WALKING" 4 "tBodyGyroMag-mean()" -0.49779220106
"WALKING" 4 "tBodyGyroMag-std()" -0.553116111166667
"WALKING" 4 "tBodyGyroJerkMag-mean()" -0.6813040365
"WALKING" 4 "tBodyGyroJerkMag-std()" -0.7301463685
"WALKING" 4 "fBodyAcc-mean()-X" -0.426719449666667
"WALKING" 4 "fBodyAcc-mean()-Y" -0.14939963344
"WALKING" 4 "fBodyAcc-mean()-Z" -0.631005470833333
"WALKING" 4 "fBodyAcc-std()-X" -0.447234929666667
"WALKING" 4 "fBodyAcc-std()-Y" -0.101799450565167
"WALKING" 4 "fBodyAcc-std()-Z" -0.594198325666667
"WALKING" 4 "fBodyAcc-meanFreq()-X" -0.13859163673
"WALKING" 4 "fBodyAcc-meanFreq()-Y" 0.0123477342916667
"WALKING" 4 "fBodyAcc-meanFreq()-Z" -0.0787892636928333
"WALKING" 4 "fBodyAccJerk-mean()-X" -0.358883413666667
"WALKING" 4 "fBodyAccJerk-mean()-Y" -0.279553391533333
"WALKING" 4 "fBodyAccJerk-mean()-Z" -0.728991595666667
"WALKING" 4 "fBodyAccJerk-std()-X" -0.29732607245
"WALKING" 4 "fBodyAccJerk-std()-Y" -0.2099000063
"WALKING" 4 "fBodyAccJerk-std()-Z" -0.772359087333333
"WALKING" 4 "fBodyAccJerk-meanFreq()-X" -0.1352803947515
"WALKING" 4 "fBodyAccJerk-meanFreq()-Y" -0.385880862833333
"WALKING" 4 "fBodyAccJerk-meanFreq()-Z" -0.325737503675
"WALKING" 4 "fBodyGyro-mean()-X" -0.373384540666667
"WALKING" 4 "fBodyGyro-mean()-Y" -0.688460056666667
"WALKING" 4 "fBodyGyro-mean()-Z" -0.601381129166667
"WALKING" 4 "fBodyGyro-std()-X" -0.542646759
"WALKING" 4 "fBodyGyro-std()-Y" -0.654657770166667
"WALKING" 4 "fBodyGyro-std()-Z" -0.716458475166667
"WALKING" 4 "fBodyGyro-meanFreq()-X" -0.12715408578
"WALKING" 4 "fBodyGyro-meanFreq()-Y" -0.27466563765
"WALKING" 4 "fBodyGyro-meanFreq()-Z" 0.149851534733333
"WALKING" 4 "fBodyAccMag-mean()" -0.450804558333333
"WALKING" 4 "fBodyAccMag-std()" -0.651172628166667
"WALKING" 4 "fBodyAccMag-meanFreq()" 0.382096409966667
"WALKING" 4 "fBodyBodyAccJerkMag-mean()" -0.318587811
"WALKING" 4 "fBodyBodyAccJerkMag-std()" -0.320458701
"WALKING" 4 "fBodyBodyAccJerkMag-meanFreq()" 0.111486484954333
"WALKING" 4 "fBodyBodyGyroMag-mean()" -0.609285588016667
"WALKING" 4 "fBodyBodyGyroMag-std()" -0.593937200833333
"WALKING" 4 "fBodyBodyGyroMag-meanFreq()" 0.0697301245295
"WALKING" 4 "fBodyBodyGyroJerkMag-mean()" -0.724327420666667
"WALKING" 4 "fBodyBodyGyroJerkMag-std()" -0.757768081166667
"WALKING" 4 "fBodyBodyGyroJerkMag-meanFreq()" 0.26535537398
"WALKING" 4 "angle(tBodyAccMean,gravity)" -0.0120097781333333
"WALKING" 4 "angle(tBodyAccJerkMean),gravityMean)" 0.00092110448333333
"WALKING" 4 "angle(tBodyGyroMean,gravityMean)" 0.0177813678333333
"WALKING" 4 "angle(tBodyGyroJerkMean,gravityMean)" 0.0554159672016667
"WALKING" 4 "angle(X,gravityMean)" -0.865284280666667
"WALKING" 4 "angle(Y,gravityMean)" 0.1425101785
"WALKING" 4 "angle(Z,gravityMean)" -0.0675179863833333
"WALKING" 9 "tBodyAcc-mean()-X" 0.278502842115385
"WALKING" 9 "tBodyAcc-mean()-Y" -0.0180891971284423
"WALKING" 9 "tBodyAcc-mean()-Z" -0.110820512307692
"WALKING" 9 "tBodyAcc-std()-X" -0.238353562692308
"WALKING" 9 "tBodyAcc-std()-Y" -0.201696960826923
"WALKING" 9 "tBodyAcc-std()-Z" -0.0579636469030769
"WALKING" 9 "tGravityAcc-mean()-X" 0.951867079615385
"WALKING" 9 "tGravityAcc-mean()-Y" -0.0314341738730769
"WALKING" 9 "tGravityAcc-mean()-Z" -0.115856121080385
"WALKING" 9 "tGravityAcc-std()-X" -0.980971973653846
"WALKING" 9 "tGravityAcc-std()-Y" -0.971242423076923
"WALKING" 9 "tGravityAcc-std()-Z" -0.955523995576923
"WALKING" 9 "tBodyAccJerk-mean()-X" 0.0704357270480769
"WALKING" 9 "tBodyAccJerk-mean()-Y" 0.0212255910017308
"WALKING" 9 "tBodyAccJerk-mean()-Z" 0.00414762740192308
"WALKING" 9 "tBodyAccJerk-std()-X" -0.206733787961538
"WALKING" 9 "tBodyAccJerk-std()-Y" -0.276929933846154
"WALKING" 9 "tBodyAccJerk-std()-Z" -0.409764526153846
"WALKING" 9 "tBodyGyro-mean()-X" -0.0808360598653846
"WALKING" 9 "tBodyGyro-mean()-Y" -0.0625598710615385
"WALKING" 9 "tBodyGyro-mean()-Z" 0.111629779896154
"WALKING" 9 "tBodyGyro-std()-X" -0.476163506730769
"WALKING" 9 "tBodyGyro-std()-Y" -0.467054167884615
"WALKING" 9 "tBodyGyro-std()-Z" -0.265683521346154
"WALKING" 9 "tBodyGyroJerk-mean()-X" -0.0809204094461538
"WALKING" 9 "tBodyGyroJerk-mean()-Y" -0.0356283427038462
"WALKING" 9 "tBodyGyroJerk-mean()-Z" -0.0633406620592308
"WALKING" 9 "tBodyGyroJerk-std()-X" -0.526985309038462
"WALKING" 9 "tBodyGyroJerk-std()-Y" -0.549200228076923
"WALKING" 9 "tBodyGyroJerk-std()-Z" -0.457881494038462
"WALKING" 9 "tBodyAccMag-mean()" -0.0980840496143461
"WALKING" 9 "tBodyAccMag-std()" -0.37942877
"WALKING" 9 "tGravityAccMag-mean()" -0.0980840496143461
"WALKING" 9 "tGravityAccMag-std()" -0.37942877
"WALKING" 9 "tBodyAccJerkMag-mean()" -0.203733615519231
"WALKING" 9 "tBodyAccJerkMag-std()" -0.317113487115385
"WALKING" 9 "tBodyGyroMag-mean()" -0.294542266826923
"WALKING" 9 "tBodyGyroMag-std()" -0.489725811538462
"WALKING" 9 "tBodyGyroJerkMag-mean()" -0.510253995769231
"WALKING" 9 "tBodyGyroJerkMag-std()" -0.599866472692308
"WALKING" 9 "fBodyAcc-mean()-X" -0.294711163653846
"WALKING" 9 "fBodyAcc-mean()-Y" -0.257677616153846
"WALKING" 9 "fBodyAcc-mean()-Z" -0.250806259788462
"WALKING" 9 "fBodyAcc-std()-X" -0.218019977423077
"WALKING" 9 "fBodyAcc-std()-Y" -0.223972558596154
"WALKING" 9 "fBodyAcc-std()-Z" -0.0337965256573077
"WALKING" 9 "fBodyAcc-meanFreq()-X" -0.310727563365385
"WALKING" 9 "fBodyAcc-meanFreq()-Y" 0.0213195015442308
"WALKING" 9 "fBodyAcc-meanFreq()-Z" 0.0237831761442308
"WALKING" 9 "fBodyAccJerk-mean()-X" -0.314265401346154
"WALKING" 9 "fBodyAccJerk-mean()-Y" -0.367706595
"WALKING" 9 "fBodyAccJerk-mean()-Z" -0.399541245192308
"WALKING" 9 "fBodyAccJerk-std()-X" -0.170228340134423
"WALKING" 9 "fBodyAccJerk-std()-Y" -0.228380473480769
"WALKING" 9 "fBodyAccJerk-std()-Z" -0.419104362884615
"WALKING" 9 "fBodyAccJerk-meanFreq()-X" -0.378291493076923
"WALKING" 9 "fBodyAccJerk-meanFreq()-Y" -0.389047303846154
"WALKING" 9 "fBodyAccJerk-meanFreq()-Z" -0.366570477826923
"WALKING" 9 "fBodyGyro-mean()-X" -0.383676120961538
"WALKING" 9 "fBodyGyro-mean()-Y" -0.436905860576923
"WALKING" 9 "fBodyGyro-mean()-Z" -0.240222512134615
"WALKING" 9 "fBodyGyro-std()-X" -0.507404512692308
"WALKING" 9 "fBodyGyro-std()-Y" -0.490990336346154
"WALKING" 9 "fBodyGyro-std()-Z" -0.342367223269231
"WALKING" 9 "fBodyGyro-meanFreq()-X" -0.200624503730769
"WALKING" 9 "fBodyGyro-meanFreq()-Y" 0.0164815831107692
"WALKING" 9 "fBodyGyro-meanFreq()-Z" -0.152103721057692
"WALKING" 9 "fBodyAccMag-mean()" -0.318801022711538
"WALKING" 9 "fBodyAccMag-std()" -0.513891953269231
"WALKING" 9 "fBodyAccMag-meanFreq()" 0.161672988528846
"WALKING" 9 "fBodyBodyAccJerkMag-mean()" -0.316870715576923
"WALKING" 9 "fBodyBodyAccJerkMag-std()" -0.322337536730769
"WALKING" 9 "fBodyBodyAccJerkMag-meanFreq()" 0.159239938555769
"WALKING" 9 "fBodyBodyGyroMag-mean()" -0.513797480384615
"WALKING" 9 "fBodyBodyGyroMag-std()" -0.562714528653846
"WALKING" 9 "fBodyBodyGyroMag-meanFreq()" 0.127416241121154
"WALKING" 9 "fBodyBodyGyroJerkMag-mean()" -0.602581618269231
"WALKING" 9 "fBodyBodyGyroJerkMag-std()" -0.624351923653846
"WALKING" 9 "fBodyBodyGyroJerkMag-meanFreq()" 0.243222181771154
"WALKING" 9 "angle(tBodyAccMean,gravity)" -0.0259657901346154
"WALKING" 9 "angle(tBodyAccJerkMean),gravityMean)" 0.0623476589538462
"WALKING" 9 "angle(tBodyGyroMean,gravityMean)" 0.121321075826923
"WALKING" 9 "angle(tBodyGyroJerkMean,gravityMean)" -0.0265764240576923
"WALKING" 9 "angle(X,gravityMean)" -0.844514789230769
"WALKING" 9 "angle(Y,gravityMean)" 0.105281462134615
"WALKING" 9 "angle(Z,gravityMean)" 0.103849947479269
"WALKING" 10 "tBodyAcc-mean()-X" 0.278574076603774
"WALKING" 10 "tBodyAcc-mean()-Y" -0.017022351190566
"WALKING" 10 "tBodyAcc-mean()-Z" -0.109057512132075
"WALKING" 10 "tBodyAcc-std()-X" -0.178709734396226
"WALKING" 10 "tBodyAcc-std()-Y" -0.0227431651698113
"WALKING" 10 "tBodyAcc-std()-Z" -0.395645072075472
"WALKING" 10 "tGravityAcc-mean()-X" 0.963092149811321
"WALKING" 10 "tGravityAcc-mean()-Y" -0.0838277013962264
"WALKING" 10 "tGravityAcc-mean()-Z" 0.0549276242264151
"WALKING" 10 "tGravityAcc-std()-X" -0.974435158113208
"WALKING" 10 "tGravityAcc-std()-Y" -0.971114719811321
"WALKING" 10 "tGravityAcc-std()-Z" -0.957862728301887
"WALKING" 10 "tBodyAccJerk-mean()-X" 0.0857943809283019
"WALKING" 10 "tBodyAccJerk-mean()-Y" 0.00408248792641509
"WALKING" 10 "tBodyAccJerk-mean()-Z" -0.0162953195396226
"WALKING" 10 "tBodyAccJerk-std()-X" -0.0521991013207547
"WALKING" 10 "tBodyAccJerk-std()-Y" 0.0750804952113207
"WALKING" 10 "tBodyAccJerk-std()-Z" -0.511662905849057
"WALKING" 10 "tBodyGyro-mean()-X" 0.0106894976215094
"WALKING" 10 "tBodyGyro-mean()-Y" -0.0819540783760943
"WALKING" 10 "tBodyGyro-mean()-Z" 0.0986695731160377
"WALKING" 10 "tBodyGyro-std()-X" -0.414205475283019
"WALKING" 10 "tBodyGyro-std()-Y" -0.250853318679245
"WALKING" 10 "tBodyGyro-std()-Z" -0.174524868603774
"WALKING" 10 "tBodyGyroJerk-mean()-X" -0.122709563462264
"WALKING" 10 "tBodyGyroJerk-mean()-Y" -0.0519204981037736
"WALKING" 10 "tBodyGyroJerk-mean()-Z" -0.0611262928849057
"WALKING" 10 "tBodyGyroJerk-std()-X" -0.366063723207547
"WALKING" 10 "tBodyGyroJerk-std()-Y" -0.509683327924528
"WALKING" 10 "tBodyGyroJerk-std()-Z" -0.329079492641509
"WALKING" 10 "tBodyAccMag-mean()" -0.127400912069811
"WALKING" 10 "tBodyAccMag-std()" -0.185602396067925
"WALKING" 10 "tGravityAccMag-mean()" -0.127400912069811
"WALKING" 10 "tGravityAccMag-std()" -0.185602396067925
"WALKING" 10 "tBodyAccJerkMag-mean()" -0.132624992298283
"WALKING" 10 "tBodyAccJerkMag-std()" 0.037608338009434
"WALKING" 10 "tBodyGyroMag-mean()" -0.156458730358491
"WALKING" 10 "tBodyGyroMag-std()" -0.402025135660377
"WALKING" 10 "tBodyGyroJerkMag-mean()" -0.440363636603774
"WALKING" 10 "tBodyGyroJerkMag-std()" -0.501027916603774
"WALKING" 10 "fBodyAcc-mean()-X" -0.114190001283019
"WALKING" 10 "fBodyAcc-mean()-Y" 0.0533911909886792
"WALKING" 10 "fBodyAcc-mean()-Z" -0.41218272245283
"WALKING" 10 "fBodyAcc-std()-X" -0.206366497226415
"WALKING" 10 "fBodyAcc-std()-Y" -0.129775706316981
"WALKING" 10 "fBodyAcc-std()-Z" -0.435304215660377
"WALKING" 10 "fBodyAcc-meanFreq()-X" -0.26332591785283
"WALKING" 10 "fBodyAcc-meanFreq()-Y" 0.243797496811321
"WALKING" 10 "fBodyAcc-meanFreq()-Z" 0.25896796635283
"WALKING" 10 "fBodyAccJerk-mean()-X" -0.107941107467925
"WALKING" 10 "fBodyAccJerk-mean()-Y" 0.0309052018326415
"WALKING" 10 "fBodyAccJerk-mean()-Z" -0.464020508867925
"WALKING" 10 "fBodyAccJerk-std()-X" -0.0791518267107547
"WALKING" 10 "fBodyAccJerk-std()-Y" 0.0484867672264151
"WALKING" 10 "fBodyAccJerk-std()-Z" -0.558512650188679
"WALKING" 10 "fBodyAccJerk-meanFreq()-X" -0.260130638807547
"WALKING" 10 "fBodyAccJerk-meanFreq()-Y" -0.148445687402075
"WALKING" 10 "fBodyAccJerk-meanFreq()-Z" 0.0557990906603774
"WALKING" 10 "fBodyGyro-mean()-X" -0.277913780754717
"WALKING" 10 "fBodyGyro-mean()-Y" -0.345209034528302
"WALKING" 10 "fBodyGyro-mean()-Z" -0.108530029881132
"WALKING" 10 "fBodyGyro-std()-X" -0.458292932830189
"WALKING" 10 "fBodyGyro-std()-Y" -0.204392821584906
"WALKING" 10 "fBodyGyro-std()-Z" -0.273292866226415
"WALKING" 10 "fBodyGyro-meanFreq()-X" -0.0933671419018868
"WALKING" 10 "fBodyGyro-meanFreq()-Y" -0.122109929924528
"WALKING" 10 "fBodyGyro-meanFreq()-Z" -0.129800372109434
"WALKING" 10 "fBodyAccMag-mean()" -0.0930237422792453
"WALKING" 10 "fBodyAccMag-std()" -0.370471943962264
"WALKING" 10 "fBodyAccMag-meanFreq()" 0.179599864783019
"WALKING" 10 "fBodyBodyAccJerkMag-mean()" 0.0205189516981132
"WALKING" 10 "fBodyBodyAccJerkMag-std()" 0.0502087634986792
"WALKING" 10 "fBodyBodyAccJerkMag-meanFreq()" -0.0712853941698113
"WALKING" 10 "fBodyBodyGyroMag-mean()" -0.412616909622642
"WALKING" 10 "fBodyBodyGyroMag-std()" -0.499759796981132
"WALKING" 10 "fBodyBodyGyroMag-meanFreq()" 0.129100106828302
"WALKING" 10 "fBodyBodyGyroJerkMag-mean()" -0.515065335849057
"WALKING" 10 "fBodyBodyGyroJerkMag-std()" -0.517675799056604
"WALKING" 10 "fBodyBodyGyroJerkMag-meanFreq()" -0.000234019224528301
"WALKING" 10 "angle(tBodyAccMean,gravity)" -0.0198411322830189
"WALKING" 10 "angle(tBodyAccJerkMean),gravityMean)" -0.0428316086415094
"WALKING" 10 "angle(tBodyGyroMean,gravityMean)" -0.125263284139623
"WALKING" 10 "angle(tBodyGyroJerkMean,gravityMean)" 0.0990779386943396
"WALKING" 10 "angle(X,gravityMean)" -0.858275735471698
"WALKING" 10 "angle(Y,gravityMean)" 0.141082256018868
"WALKING" 10 "angle(Z,gravityMean)" -0.0165720954830189
"WALKING" 12 "tBodyAcc-mean()-X" 0.2771286656
"WALKING" 12 "tBodyAcc-mean()-Y" -0.015560927606
"WALKING" 12 "tBodyAcc-mean()-Z" -0.10316110632
"WALKING" 12 "tBodyAcc-std()-X" -0.128898533096
"WALKING" 12 "tBodyAcc-std()-Y" -0.122783290008
"WALKING" 12 "tBodyAcc-std()-Z" -0.4106060626
"WALKING" 12 "tGravityAcc-mean()-X" 0.9668735148
"WALKING" 12 "tGravityAcc-mean()-Y" -0.1559834498
"WALKING" 12 "tGravityAcc-mean()-Z" -0.03608428788
"WALKING" 12 "tGravityAcc-std()-X" -0.97911312
"WALKING" 12 "tGravityAcc-std()-Y" -0.9646191738
"WALKING" 12 "tGravityAcc-std()-Z" -0.9502762272
"WALKING" 12 "tBodyAccJerk-mean()-X" 0.045764401482
"WALKING" 12 "tBodyAccJerk-mean()-Y" 0.0197766948336
"WALKING" 12 "tBodyAccJerk-mean()-Z" 0.005025870328
"WALKING" 12 "tBodyAccJerk-std()-X" -0.01350661106
"WALKING" 12 "tBodyAccJerk-std()-Y" -0.089404968585
"WALKING" 12 "tBodyAccJerk-std()-Z" -0.512276838
"WALKING" 12 "tBodyGyro-mean()-X" -0.1045136708758
"WALKING" 12 "tBodyGyro-mean()-Y" -0.03442910782
"WALKING" 12 "tBodyGyro-mean()-Z" 0.0999739123004
"WALKING" 12 "tBodyGyro-std()-X" -0.5462634706
"WALKING" 12 "tBodyGyro-std()-Y" -0.4494013978
"WALKING" 12 "tBodyGyro-std()-Z" -0.35017028664
"WALKING" 12 "tBodyGyroJerk-mean()-X" -0.06223893174
"WALKING" 12 "tBodyGyroJerk-mean()-Y" -0.049852604592
"WALKING" 12 "tBodyGyroJerk-mean()-Z" -0.0467338151926
"WALKING" 12 "tBodyGyroJerk-std()-X" -0.3908072382
"WALKING" 12 "tBodyGyroJerk-std()-Y" -0.581290691
"WALKING" 12 "tBodyGyroJerk-std()-Z" -0.4806421996
"WALKING" 12 "tBodyAccMag-mean()" -0.102204550448
"WALKING" 12 "tBodyAccMag-std()" -0.23697286882
"WALKING" 12 "tGravityAccMag-mean()" -0.102204550448
"WALKING" 12 "tGravityAccMag-std()" -0.23697286882
"WALKING" 12 "tBodyAccJerkMag-mean()" -0.144064922688
"WALKING" 12 "tBodyAccJerkMag-std()" -0.02028505044
"WALKING" 12 "tBodyGyroMag-mean()" -0.35593036512
"WALKING" 12 "tBodyGyroMag-std()" -0.4132083408
"WALKING" 12 "tBodyGyroJerkMag-mean()" -0.5174937754
"WALKING" 12 "tBodyGyroJerkMag-std()" -0.5488904506
"WALKING" 12 "fBodyAcc-mean()-X" -0.05435763951
"WALKING" 12 "fBodyAcc-mean()-Y" -0.071302455092
"WALKING" 12 "fBodyAcc-mean()-Z" -0.4223253002
"WALKING" 12 "fBodyAcc-std()-X" -0.160707260634
"WALKING" 12 "fBodyAcc-std()-Y" -0.20851528006
"WALKING" 12 "fBodyAcc-std()-Z" -0.4521466944
"WALKING" 12 "fBodyAcc-meanFreq()-X" -0.26142601202
"WALKING" 12 "fBodyAcc-meanFreq()-Y" 0.149107488714
"WALKING" 12 "fBodyAcc-meanFreq()-Z" 0.17080294938
"WALKING" 12 "fBodyAccJerk-mean()-X" -0.08161979534
"WALKING" 12 "fBodyAccJerk-mean()-Y" -0.1413740705982
"WALKING" 12 "fBodyAccJerk-mean()-Z" -0.4913861728
"WALKING" 12 "fBodyAccJerk-std()-X" -0.03105929456
"WALKING" 12 "fBodyAccJerk-std()-Y" -0.094056408433
"WALKING" 12 "fBodyAccJerk-std()-Z" -0.5314863218
"WALKING" 12 "fBodyAccJerk-meanFreq()-X" -0.2811065665
"WALKING" 12 "fBodyAccJerk-meanFreq()-Y" -0.22346071292
